productId,title,description,category,modifiers,keywords,releaseDate
"P9382","Longline High-waisted Shorts","Rooted in shorts combining longline structure and high-waisted. Perfect for daily wear.","shorts","longline, high-waisted","white, denim, shorts","2022-09-29"
"P9383","Solid Petite Trench Coat","Intended for trench coat combining solid flair and petite. Perfect for a bold statement.","trench coat","solid, petite","olive, fall, trench coat","2022-09-17"
"P9384","Black White Coat","Designed for coat combining black motion and white. Perfect for all-day wear.","coat","black, white","leather, baby tee, coat","2022-06-27"
"P9385","Low-rise Cotton T-shirt","Defined by t-shirt combining low-rise form and cotton. Perfect for modern flair.","t-shirt","low-rise, cotton","high-waisted, mid-rise, t-shirt","2024-08-26"
"P9386","Fitted Linen Pants","Defined by pants combining fitted comfort and linen. Perfect for weekend escapes.","pants","fitted, linen","fitted, organic, pants","2022-06-22"
"P9387","Cropped Organic Jumpsuit","Boldly combining jumpsuit combining cropped structure and organic. Perfect for effortless cool.","jumpsuit","cropped, organic","sleeveless, olive, jumpsuit","2022-06-15"
"P9388","Longline Spring Jacket","Inspired by jacket combining longline flair and spring. Perfect for urban living.","jacket","longline, spring","olive, summer, jacket","2024-02-23"
"P9389","Spring Beige Shirt","Refined with shirt combining spring adaptability and beige. Perfect for timeless appeal.","shirt","spring, beige","loose, vintage, shirt","2023-06-07"
"P9390","Wool Petite Jumpsuit","A modern jumpsuit combining wool warmth and petite. Perfect for urban living.","jumpsuit","wool, petite","low-rise, summer, jumpsuit","2024-08-02"
"P9391","Unisex New Leggings","Embracing leggings combining unisex motion and new. Perfect for everyday adventures.","leggings","unisex, new","high-waisted, leather, leggings","2022-10-22"
"P9392","Slim Fit Slim Fit Loafer","Boldly combining loafer combining slim fit quality and slim fit. Perfect for long-lasting elegance.","loafer","slim fit, slim fit","high-waisted, linen, loafer","2023-09-18"
"P9393","Plus Size Wool Skirt","Tailored with skirt combining plus size adaptability and wool. Perfect for everyday adventures.","skirt","plus size, wool","unisex, spring, skirt","2023-10-20"
"P9394","Floral Printed Crop Top","A stylish crop top combining floral refinement and printed. Perfect for urban living.","crop top","floral, printed","black, new, crop top","2023-06-06"
"P9395","Cropped High-waisted Loafer","Evolving from loafer combining cropped quality and high-waisted. Perfect for timeless trends.","loafer","cropped, high-waisted","pastel, wool, loafer","2025-03-06"
"P9396","Plus Size High-waisted Tank Top","Crafted around tank top combining plus size style and high-waisted. Perfect for everyday adventures.","tank top","plus size, high-waisted","beige, winter, tank top","2024-07-31"
"P9397","Summer Olive Trench Coat","Designed for trench coat combining summer adaptability and olive. Perfect for a bold statement.","trench coat","summer, olive","oversized, wool, trench coat","2023-06-12"
"P9398","Oversized Minimalist Loafer","Developed for loafer combining oversized style and minimalist. Perfect for a bold statement.","loafer","oversized, minimalist","cotton, slim fit, loafer","2022-08-22"
"P9399","Spring Vintage Heels","Meticulously crafted heels combining spring influence and vintage. Perfect for effortless cool.","heels","spring, vintage","organic, sleeveless, heels","2025-03-10"
"P9400","Printed Low-rise Loafer","Curated to match loafer combining printed warmth and low-rise. Perfect for effortless cool.","loafer","printed, low-rise","fall, black, loafer","2024-12-11"
"P9401","Organic Cropped Slides","Embracing slides combining organic warmth and cropped. Perfect for everyday adventures.","slides","organic, cropped","summer, men, slides","2022-08-21"
"P9402","Black Solid T-shirt","Crafted around t-shirt combining black performance and solid. Perfect for daily wear.","t-shirt","black, solid","cotton, printed, t-shirt","2023-08-15"
"P9403","Fitted Men Crop Top","Intended for crop top combining fitted edge and men. Perfect for cool sophistication.","crop top","fitted, men","navy, wool, crop top","2023-01-20"
"P9404","Spring Solid Shorts","Curated to match shorts combining spring mobility and solid. Perfect for urban living.","shorts","spring, solid","loose, plus size, shorts","2025-01-25"
"P9405","Navy Navy Slides","Defined by slides combining navy form and navy. Perfect for everyday adventures.","slides","navy, navy","earth tone, wool, slides","2023-10-12"
"P9406","Petite Trendy T-shirt","An essential t-shirt combining petite structure and trendy. Perfect for long-lasting elegance.","t-shirt","petite, trendy","unisex, high-waisted, t-shirt","2022-06-02"
"P9407","Black Solid Heels","Tailored with heels combining black style and solid. Perfect for life on the move.","heels","black, solid","navy, printed, heels","2023-01-29"
"P9408","Summer Women Slides","Inspired by slides combining summer mobility and women. Perfect for functional design.","slides","summer, women","summer, mid-rise, slides","2025-02-09"
"P9409","Denim Striped Windbreaker","For fans of windbreaker combining denim refinement and striped. Perfect for everyday adventures.","windbreaker","denim, striped","petite, transitional, windbreaker","2023-04-29"
"P9410","Oversized Floral Jacket","A modern jacket combining oversized flair and floral. Perfect for city exploration.","jacket","oversized, floral","fall, unisex, jacket","2024-06-18"
"P9411","Fall Wool Blouse","Created to enhance blouse combining fall motion and wool. Perfect for refined taste.","blouse","fall, wool","navy, striped, blouse","2022-11-26"
"P9412","Unisex Denim Pants","Rooted in pants combining unisex warmth and denim. Perfect for timeless trends.","pants","unisex, denim","wool, cotton, pants","2024-01-29"
"P9413","Tall Solid Cardigan","Experience unmatched cardigan combining tall durability and solid. Perfect for daily wear.","cardigan","tall, solid","mid-rise, winter, cardigan","2024-04-21"
"P9414","Longline Mid-rise Hoodie","Intended for hoodie combining longline influence and mid-rise. Perfect for classic vibes.","hoodie","longline, mid-rise","printed, fall, hoodie","2024-05-13"
"P9415","Linen Floral Shorts","Built with shorts combining linen form and floral. Perfect for all-day wear.","shorts","linen, floral","summer, linen, shorts","2022-07-30"
"P9416","New Solid Pants","An essential pants combining new comfort and solid. Perfect for refined taste.","pants","new, solid","denim, summer, pants","2024-04-09"
"P9417","Printed New Jacket","Embracing jacket combining printed influence and new. Perfect for cool sophistication.","jacket","printed, new","organic, cotton, jacket","2024-04-07"
"P9418","Organic Minimalist Crop Top","Built with crop top combining organic adaptability and minimalist. Perfect for long-lasting elegance.","crop top","organic, minimalist","shorts, printed, crop top","2024-06-22"
"P9419","Organic Cotton Boots","Intended for boots combining organic quality and cotton. Perfect for refined taste.","boots","organic, cotton","beige, white, boots","2023-08-05"
"P9420","Summer Beige Pants","Elevated by pants combining summer personality and beige. Perfect for timeless trends.","pants","summer, beige","floral, fall, pants","2023-05-21"
"P9421","Tall Tall Jeans","Shaped by jeans combining tall elegance and tall. Perfect for everyday adventures.","jeans","tall, tall","striped, mid-rise, jeans","2024-02-03"
"P9422","Plaid Plaid Jeans","A comfortable jeans combining plaid form and plaid. Perfect for cool sophistication.","jeans","plaid, plaid","low-rise, high-waisted, jeans","2025-04-21"
"P9423","Navy Loose Pullover","Meticulously crafted pullover combining navy versatility and loose. Perfect for cool sophistication.","pullover","navy, loose","spring, summer, pullover","2022-10-02"
"P9424","Linen Spring Heels","A modern heels combining linen performance and spring. Perfect for urban living.","heels","linen, spring","beige, winter, heels","2025-02-01"
"P9425","Minimalist Fall Dress","Inspired by dress combining minimalist motion and fall. Perfect for urban living.","dress","minimalist, fall","spring, pearl, dress","2023-07-11"
"P9426","Black Women Jumpsuit","Intended for jumpsuit combining black personality and women. Perfect for all-day wear.","jumpsuit","black, women","plus size, olive, jumpsuit","2025-03-04"
"P9427","Cotton Winter Sandals","Inspired by sandals combining cotton elegance and winter. Perfect for daily wear.","sandals","cotton, winter","leather, shorts, sandals","2024-06-07"
"P9428","High-waisted High-waisted Pullover","Made to celebrate pullover combining high-waisted softness and high-waisted. Perfect for comfort-first fashion.","pullover","high-waisted, high-waisted","white, longline, pullover","2025-03-13"
"P9429","High-waisted Vintage Pullover","Refined with pullover combining high-waisted style and vintage. Perfect for seasonal comfort.","pullover","high-waisted, vintage","summer, floral, pullover","2024-05-28"
"P9430","Men Summer Sandals","Channeling sandals combining men comfort and summer. Perfect for long-lasting elegance.","sandals","men, summer","trendy, winter, sandals","2025-01-25"
"P9431","New Black Shirt","Rooted in shirt combining new structure and black. Perfect for everyday adventures.","shirt","new, black","sleeveless, denim, shirt","2023-10-14"
"P9432","Oversized Cotton Cardigan","A comfortable cardigan combining oversized texture and cotton. Perfect for classic vibes.","cardigan","oversized, cotton","longline, navy, cardigan","2022-05-29"
"P9433","White Minimalist Flats","Shaped by flats combining white influence and minimalist. Perfect for life on the move.","flats","white, minimalist","transitional, mid-rise, flats","2022-05-27"
"P9434","Solid Cropped Jeans","With influences of jeans combining solid motion and cropped. Perfect for refined taste.","jeans","solid, cropped","cotton, winter, jeans","2024-07-01"
"P9435","Cropped Petite Hoodie","A reinvented hoodie combining cropped quality and petite. Perfect for timeless appeal.","hoodie","cropped, petite","low-rise, floral, hoodie","2022-05-20"
"P9436","Cotton Sleeveless Boots","Crafted for boots combining cotton softness and sleeveless. Perfect for everyday adventures.","boots","cotton, sleeveless","solid, trendy, boots","2023-04-19"
"P9437","Cropped Summer Crop Top","Curated to match crop top combining cropped texture and summer. Perfect for classic vibes.","crop top","cropped, summer","summer, high-waisted, crop top","2024-05-18"
"P9438","Floral Oversized T-shirt","Crafted around t-shirt combining floral motion and oversized. Perfect for seasonal comfort.","t-shirt","floral, oversized","structured blouse, fall, t-shirt","2025-04-22"
"P9439","Loose Tall Slides","With influences of slides combining loose mobility and tall. Perfect for all-day wear.","slides","loose, tall","coat, fall, slides","2023-12-16"
"P9440","Women Striped Jacket","An essential jacket combining women structure and striped. Perfect for a bold statement.","jacket","women, striped","cropped, new, jacket","2024-09-26"
"P9441","Navy Plus Size Pants","Designed for pants combining navy style and plus size. Perfect for timeless appeal.","pants","navy, plus size","summer, trendy, pants","2022-07-05"
"P9442","Unisex Fitted Dress","Refined with dress combining unisex softness and fitted. Perfect for life on the move.","dress","unisex, fitted","organic, navy, dress","2023-05-27"
"P9443","Men Organic Trench Coat","Engineered for trench coat combining men warmth and organic. Perfect for urban living.","trench coat","men, organic","mid-rise, linen, trench coat","2022-11-15"
